exercise,phase,elbow,shoulder,hip,knee,ankle,form,correction_needed,feedback_tag,accuracy,front_knee,front_hip,back_knee,back_hip
Push-up,end,190.1,,,,,bad,True,Hip sagging/piking,45.8,,,,
Push-up,start,,156.4,160.4,162.5,116.1,bad,True,Partial range of motion,54.8,,,,
Push-up,mid,86.5,-19.8,190.0,197.7,84.9,bad,True,Partial range of motion,57.8,,,,
Push-up,mid,69.2,25.8,168.4,205.9,114.4,bad,True,Hip sagging/piking,54.0,,,,
Push-up,mid,29.0,31.0,183.5,190.5,94.0,bad,True,Partial range of motion,42.1,,,,
Push-up,mid,23.4,34.1,172.6,190.1,118.1,bad,True,Partial range of motion,55.9,,,,
Push-up,end,185.4,,,,,bad,True,Partial range of motion,61.8,,,,
Push-up,start,,156.3,186.0,156.2,115.8,bad,True,Hip sagging/piking,43.5,,,,
Push-up,mid,33.3,37.3,157.8,165.0,97.3,bad,True,Partial range of motion,46.6,,,,
Push-up,start,,207.9,156.4,187.5,102.3,bad,True,Hip sagging/piking,57.5,,,,
Push-up,mid,87.1,12.1,172.3,152.7,115.3,bad,True,Hip sagging/piking,48.9,,,,
Push-up,start,,173.8,195.2,192.8,76.6,bad,True,Partial range of motion,47.0,,,,
Push-up,end,165.2,,,,,bad,True,Hip sagging/piking,65.3,,,,
Push-up,end,195.4,,,,,bad,True,Elbow angle out of range,68.1,,,,
Push-up,start,,159.3,187.8,153.9,107.9,bad,True,Hip sagging/piking,52.7,,,,
Push-up,end,172.8,,,,,bad,True,Partial range of motion,55.3,,,,
Push-up,end,159.5,,,,,bad,True,Partial range of motion,44.8,,,,
Push-up,end,151.5,,,,,bad,True,Partial range of motion,55.9,,,,
Push-up,end,190.3,,,,,bad,True,Elbow angle out of range,55.4,,,,
Push-up,mid,87.3,-11.9,150.0,202.0,99.1,bad,True,Hip sagging/piking,48.7,,,,
Push-up,start,,174.4,174.7,202.0,94.1,bad,True,Hip sagging/piking,45.8,,,,
Push-up,start,,153.2,170.3,185.4,65.1,bad,True,Elbow angle out of range,67.2,,,,
Push-up,start,,162.5,155.0,196.9,97.8,bad,True,Hip sagging/piking,40.8,,,,
Push-up,start,,194.2,198.7,157.7,85.8,bad,True,Hip sagging/piking,69.9,,,,
Push-up,end,154.7,,,,,bad,True,Hip sagging/piking,57.4,,,,
Push-up,mid,87.8,-14.9,166.3,204.0,101.4,bad,True,Hip sagging/piking,49.0,,,,
Push-up,start,,171.6,161.4,167.9,77.7,bad,True,Elbow angle out of range,53.7,,,,
Push-up,end,184.9,,,,,bad,True,Elbow angle out of range,49.1,,,,
Push-up,start,,173.2,184.2,172.8,115.3,bad,True,Partial range of motion,49.7,,,,
Push-up,end,166.2,,,,,bad,True,Hip sagging/piking,67.6,,,,
Push-up,mid,72.5,-13.8,201.2,169.3,97.1,bad,True,Elbow angle out of range,47.8,,,,
Push-up,start,,162.1,188.8,186.3,103.9,bad,True,Elbow angle out of range,47.1,,,,
Push-up,start,,190.2,201.6,166.3,115.6,bad,True,Elbow angle out of range,54.4,,,,
Push-up,start,,165.9,186.4,198.1,102.1,bad,True,Hip sagging/piking,46.6,,,,
Push-up,start,,154.1,202.0,153.4,111.2,bad,True,Partial range of motion,58.3,,,,
Push-up,end,204.5,,,,,bad,True,Hip sagging/piking,48.1,,,,
Push-up,start,,168.7,183.9,204.0,91.3,bad,True,Hip sagging/piking,43.1,,,,
Push-up,end,207.2,,,,,bad,True,Hip sagging/piking,62.8,,,,
Push-up,end,172.6,,,,,bad,True,Hip sagging/piking,55.3,,,,
Push-up,end,154.3,,,,,bad,True,Hip sagging/piking,52.7,,,,
Push-up,mid,84.9,-13.4,158.1,153.3,93.6,bad,True,Partial range of motion,48.4,,,,
Push-up,end,150.8,,,,,bad,True,Partial range of motion,51.1,,,,
Push-up,mid,17.2,-24.5,156.8,162.5,99.8,bad,True,Hip sagging/piking,55.3,,,,
Push-up,end,186.5,,,,,bad,True,Partial range of motion,54.6,,,,
Push-up,end,157.5,,,,,bad,True,Partial range of motion,49.7,,,,
Push-up,end,201.8,,,,,bad,True,Elbow angle out of range,52.2,,,,
Push-up,end,195.6,,,,,bad,True,Elbow angle out of range,64.1,,,,
Push-up,mid,78.0,-22.0,194.7,173.9,70.3,bad,True,Elbow angle out of range,61.6,,,,
Push-up,mid,67.7,22.5,168.8,205.4,103.0,bad,True,Partial range of motion,49.6,,,,
Push-up,mid,26.7,31.5,187.6,172.2,103.2,bad,True,Hip sagging/piking,67.0,,,,
Push-up,end,204.2,,,,,bad,True,Elbow angle out of range,49.4,,,,
Push-up,start,,185.3,175.0,163.4,63.1,bad,True,Elbow angle out of range,66.2,,,,
Push-up,mid,35.5,-18.4,184.2,197.5,107.5,bad,True,Partial range of motion,57.8,,,,
Push-up,end,189.5,,,,,bad,True,Elbow angle out of range,43.7,,,,
Push-up,start,,201.8,158.4,163.3,81.6,bad,True,Hip sagging/piking,57.1,,,,
Push-up,start,,200.5,189.6,156.5,65.7,bad,True,Partial range of motion,51.8,,,,
Push-up,start,,204.4,187.5,166.0,109.7,bad,True,Partial range of motion,53.0,,,,
Push-up,end,181.5,,,,,bad,True,Hip sagging/piking,47.8,,,,
Push-up,start,,172.4,204.2,167.5,68.9,bad,True,Elbow angle out of range,56.9,,,,
Push-up,mid,85.7,-7.0,187.4,168.1,83.1,bad,True,Hip sagging/piking,67.5,,,,
Push-up,end,207.5,,,,,bad,True,Hip sagging/piking,43.2,,,,
Push-up,start,,163.0,155.3,176.4,116.0,bad,True,Partial range of motion,45.7,,,,
Push-up,mid,11.4,-12.9,182.1,167.4,80.5,bad,True,Partial range of motion,43.4,,,,
Push-up,end,209.7,,,,,bad,True,Partial range of motion,58.8,,,,
Push-up,end,169.2,,,,,bad,True,Partial range of motion,61.8,,,,
Push-up,start,,204.2,189.6,161.9,71.1,bad,True,Hip sagging/piking,43.5,,,,
Push-up,mid,75.3,-2.7,173.9,181.3,79.6,bad,True,Partial range of motion,57.5,,,,
Push-up,mid,78.4,29.3,206.9,191.8,87.6,bad,True,Partial range of motion,60.3,,,,
Push-up,start,,157.6,192.5,186.2,116.3,bad,True,Elbow angle out of range,62.6,,,,
Push-up,end,181.7,,,,,bad,True,Elbow angle out of range,46.1,,,,
Push-up,start,,185.1,197.4,182.4,63.4,bad,True,Partial range of motion,42.0,,,,
Push-up,mid,21.6,22.2,209.3,156.4,66.8,bad,True,Elbow angle out of range,58.5,,,,
Push-up,end,206.8,,,,,bad,True,Elbow angle out of range,41.6,,,,
Push-up,end,168.7,,,,,bad,True,Hip sagging/piking,51.4,,,,
Push-up,start,,159.6,190.3,193.5,105.1,bad,True,Partial range of motion,67.9,,,,
Push-up,mid,17.8,-27.3,165.5,174.9,80.4,bad,True,Elbow angle out of range,43.7,,,,
Push-up,start,,191.8,176.7,182.5,116.3,bad,True,Hip sagging/piking,52.1,,,,
Push-up,mid,71.3,-15.2,171.2,189.3,103.7,bad,True,Hip sagging/piking,67.1,,,,
Push-up,mid,88.3,-13.3,170.6,153.8,97.4,bad,True,Hip sagging/piking,47.0,,,,
Push-up,end,159.8,,,,,bad,True,Elbow angle out of range,58.8,,,,
Push-up,start,,169.0,202.5,198.9,79.7,bad,True,Hip sagging/piking,64.2,,,,
Push-up,end,194.2,,,,,bad,True,Elbow angle out of range,62.8,,,,
Push-up,end,194.4,,,,,bad,True,Partial range of motion,59.0,,,,
Push-up,start,,191.8,186.7,186.4,103.5,bad,True,Hip sagging/piking,44.9,,,,
Push-up,mid,81.1,38.6,182.6,186.4,71.7,bad,True,Hip sagging/piking,58.3,,,,
Push-up,mid,84.5,31.6,160.3,182.3,88.8,bad,True,Hip sagging/piking,46.2,,,,
Push-up,end,200.0,,,,,bad,True,Partial range of motion,54.0,,,,
Push-up,mid,33.5,-28.9,203.6,208.9,63.2,bad,True,Hip sagging/piking,49.4,,,,
Push-up,start,,170.4,153.2,202.4,88.7,bad,True,Hip sagging/piking,61.5,,,,
Push-up,mid,84.4,-17.5,166.9,206.8,119.9,bad,True,Hip sagging/piking,49.4,,,,
Push-up,end,161.2,,,,,bad,True,Partial range of motion,67.1,,,,
Push-up,end,152.8,,,,,bad,True,Hip sagging/piking,40.7,,,,
Push-up,end,188.6,,,,,bad,True,Partial range of motion,47.3,,,,
Push-up,start,,155.5,186.2,193.4,118.4,bad,True,Elbow angle out of range,51.1,,,,
Push-up,end,190.2,,,,,bad,True,Partial range of motion,44.4,,,,
Push-up,start,,189.4,158.5,163.5,106.4,bad,True,Elbow angle out of range,45.1,,,,
Push-up,mid,32.2,23.9,202.0,187.6,118.0,bad,True,Partial range of motion,56.5,,,,
Push-up,start,,172.7,172.2,198.5,63.6,bad,True,Partial range of motion,46.1,,,,
Push-up,end,169.1,,,,,bad,True,Hip sagging/piking,48.0,,,,
Push-up,start,,174.2,193.2,153.9,109.6,bad,True,Elbow angle out of range,68.5,,,,
Push-up,start,,159.2,168.6,169.3,118.3,bad,True,Elbow angle out of range,59.9,,,,
Push-up,start,,183.4,168.1,155.6,75.0,bad,True,Hip sagging/piking,61.1,,,,
Push-up,end,159.8,,,,,bad,True,Hip sagging/piking,46.2,,,,
Push-up,mid,84.3,11.7,185.9,171.5,95.5,bad,True,Elbow angle out of range,52.1,,,,
Push-up,end,175.5,,,,,bad,True,Partial range of motion,47.9,,,,
Push-up,mid,27.2,12.7,203.2,168.2,68.4,bad,True,Elbow angle out of range,54.9,,,,
Push-up,start,,168.5,204.5,161.1,105.6,bad,True,Partial range of motion,68.6,,,,
Push-up,mid,89.5,-26.5,204.4,167.8,87.2,bad,True,Elbow angle out of range,66.1,,,,
Push-up,start,,164.8,153.1,170.6,106.0,bad,True,Hip sagging/piking,60.4,,,,
Push-up,start,,174.3,176.7,159.2,77.0,bad,True,Elbow angle out of range,66.1,,,,
Push-up,mid,10.3,-17.6,189.1,156.7,77.7,bad,True,Partial range of motion,40.9,,,,
Push-up,mid,15.5,-2.3,153.4,175.9,68.3,bad,True,Partial range of motion,42.6,,,,
Push-up,end,156.5,,,,,bad,True,Partial range of motion,60.1,,,,
Push-up,start,,156.5,173.0,203.7,99.2,bad,True,Partial range of motion,69.2,,,,
Push-up,end,175.3,,,,,bad,True,Elbow angle out of range,50.5,,,,
Push-up,end,200.3,,,,,bad,True,Partial range of motion,40.4,,,,
Push-up,mid,83.6,-12.4,193.5,202.5,106.7,bad,True,Hip sagging/piking,58.3,,,,
Push-up,start,,190.6,189.0,191.8,109.8,bad,True,Partial range of motion,68.7,,,,
Push-up,start,,209.1,189.0,189.9,67.6,bad,True,Hip sagging/piking,63.9,,,,
Push-up,mid,71.9,-14.9,208.3,183.5,61.9,bad,True,Elbow angle out of range,47.7,,,,
Push-up,end,200.3,,,,,bad,True,Elbow angle out of range,48.2,,,,
Push-up,end,154.0,,,,,bad,True,Elbow angle out of range,54.8,,,,
Push-up,start,,167.3,164.9,201.3,96.0,bad,True,Partial range of motion,43.3,,,,
Push-up,start,,182.5,160.3,164.4,117.6,bad,True,Hip sagging/piking,47.3,,,,
Push-up,mid,24.2,28.6,152.6,162.9,82.0,bad,True,Hip sagging/piking,56.3,,,,
Push-up,mid,88.9,38.9,153.9,194.3,79.4,bad,True,Elbow angle out of range,69.5,,,,
Push-up,mid,36.2,-9.8,201.8,192.8,101.8,bad,True,Elbow angle out of range,62.6,,,,
Push-up,start,,152.6,160.1,181.9,95.1,bad,True,Hip sagging/piking,45.1,,,,
Push-up,mid,64.8,-21.0,171.9,161.4,113.3,bad,True,Partial range of motion,47.6,,,,
Push-up,mid,35.8,-14.4,201.6,156.7,118.1,bad,True,Elbow angle out of range,45.1,,,,
Push-up,start,,175.4,181.2,182.0,109.8,bad,True,Hip sagging/piking,61.9,,,,
Push-up,mid,74.8,-3.3,170.4,165.9,95.2,bad,True,Hip sagging/piking,40.3,,,,
Push-up,start,,156.4,160.2,198.1,100.7,bad,True,Elbow angle out of range,43.0,,,,
Push-up,end,201.4,,,,,bad,True,Elbow angle out of range,52.0,,,,
Push-up,mid,13.3,-3.8,204.8,193.2,68.3,bad,True,Hip sagging/piking,56.6,,,,
Push-up,mid,69.9,19.8,201.0,184.0,88.1,bad,True,Partial range of motion,58.2,,,,
Push-up,start,,160.1,171.2,189.7,72.0,bad,True,Elbow angle out of range,64.5,,,,
Push-up,mid,63.7,16.7,191.8,151.4,88.3,bad,True,Elbow angle out of range,48.9,,,,
Pull-up,start,180.0,4.2,180.0,180.0,90.0,good,False,,89.3,,,,
Pull-up,end,180.0,,,,,good,False,,82.9,,,,
Pull-up,end,180.0,,,,,good,False,,99.4,,,,
Pull-up,end,180.0,,,,,good,False,,82.7,,,,
Pull-up,end,180.0,,,,,good,False,,89.3,,,,
Pull-up,end,180.0,,,,,good,False,,97.0,,,,
Pull-up,mid,16.3,6.8,,,,good,False,,84.7,,,,
Pull-up,mid,22.0,5.5,,,,good,False,,97.6,,,,
Pull-up,end,180.0,,,,,good,False,,83.7,,,,
Pull-up,end,180.0,,,,,good,False,,83.4,,,,
Pull-up,end,180.0,,,,,good,False,,88.0,,,,
Pull-up,end,180.0,,,,,good,False,,83.7,,,,
Pull-up,start,180.0,4.8,180.0,180.0,90.0,good,False,,89.9,,,,
Pull-up,mid,48.3,3.6,,,,good,False,,86.7,,,,
Pull-up,start,180.0,1.8,180.0,180.0,90.0,good,False,,89.7,,,,
Pull-up,mid,22.9,1.1,,,,good,False,,91.3,,,,
Pull-up,end,180.0,,,,,good,False,,82.4,,,,
Pull-up,end,180.0,,,,,good,False,,98.4,,,,
Pull-up,end,180.0,,,,,good,False,,91.5,,,,
Pull-up,end,180.0,,,,,good,False,,93.4,,,,
Pull-up,end,180.0,,,,,good,False,,87.8,,,,
Pull-up,mid,52.8,2.1,,,,good,False,,84.4,,,,
Pull-up,end,180.0,,,,,good,False,,85.0,,,,
Pull-up,start,180.0,0.5,180.0,180.0,90.0,good,False,,95.7,,,,
Pull-up,start,180.0,1.2,180.0,180.0,90.0,good,False,,84.2,,,,
Pull-up,mid,36.3,2.5,,,,good,False,,85.0,,,,
Pull-up,mid,3.6,0.5,,,,good,False,,82.4,,,,
Pull-up,end,180.0,,,,,good,False,,81.0,,,,
Pull-up,end,180.0,,,,,good,False,,80.3,,,,
Pull-up,end,180.0,,,,,good,False,,96.5,,,,
Pull-up,mid,49.8,8.3,,,,good,False,,99.5,,,,
Pull-up,mid,28.8,2.5,,,,good,False,,87.5,,,,
Pull-up,start,180.0,9.6,180.0,180.0,90.0,good,False,,88.0,,,,
Pull-up,end,180.0,,,,,good,False,,85.6,,,,
Pull-up,mid,5.5,6.1,,,,good,False,,98.5,,,,
Pull-up,start,180.0,4.5,180.0,180.0,90.0,good,False,,81.7,,,,
Pull-up,start,180.0,2.6,180.0,180.0,90.0,good,False,,89.9,,,,
Pull-up,mid,17.3,5.3,,,,good,False,,97.5,,,,
Pull-up,mid,55.8,3.3,,,,good,False,,82.5,,,,
Pull-up,mid,31.4,3.2,,,,good,False,,85.9,,,,
Pull-up,mid,45.1,2.7,,,,good,False,,83.2,,,,
Pull-up,start,180.0,5.4,180.0,180.0,90.0,good,False,,85.1,,,,
Pull-up,start,180.0,6.2,180.0,180.0,90.0,good,False,,87.8,,,,
Pull-up,mid,20.8,0.7,,,,good,False,,89.7,,,,
Pull-up,mid,6.1,7.2,,,,good,False,,97.5,,,,
Pull-up,mid,15.0,8.8,,,,good,False,,91.5,,,,
Pull-up,start,180.0,9.7,180.0,180.0,90.0,good,False,,94.9,,,,
Pull-up,end,180.0,,,,,good,False,,89.8,,,,
Pull-up,mid,38.8,7.6,,,,good,False,,90.9,,,,
Pull-up,mid,44.7,1.7,,,,good,False,,84.3,,,,
Pull-up,end,180.0,,,,,good,False,,87.0,,,,
Pull-up,start,180.0,6.3,180.0,180.0,90.0,good,False,,88.2,,,,
Pull-up,end,180.0,,,,,good,False,,97.7,,,,
Pull-up,end,180.0,,,,,good,False,,92.8,,,,
Pull-up,start,180.0,0.1,180.0,180.0,90.0,good,False,,81.0,,,,
Pull-up,end,180.0,,,,,good,False,,82.9,,,,
Pull-up,end,180.0,,,,,good,False,,91.5,,,,
Pull-up,mid,46.9,1.8,,,,good,False,,82.8,,,,
Pull-up,start,180.0,0.5,180.0,180.0,90.0,good,False,,93.6,,,,
Pull-up,end,180.0,,,,,good,False,,91.2,,,,
Pull-up,mid,16.4,6.2,,,,good,False,,94.1,,,,
Pull-up,mid,29.0,2.0,,,,good,False,,86.7,,,,
Pull-up,mid,35.2,9.2,,,,good,False,,93.5,,,,
Pull-up,start,180.0,0.5,180.0,180.0,90.0,good,False,,82.7,,,,
Pull-up,mid,49.1,3.2,,,,good,False,,88.6,,,,
Pull-up,end,180.0,,,,,good,False,,85.0,,,,
Pull-up,start,180.0,7.9,180.0,180.0,90.0,good,False,,97.6,,,,
Pull-up,end,180.0,,,,,good,False,,93.3,,,,
Pull-up,end,180.0,,,,,good,False,,87.8,,,,
Pull-up,mid,45.8,1.5,,,,good,False,,81.8,,,,
Pull-up,end,180.0,,,,,good,False,,82.8,,,,
Pull-up,end,180.0,,,,,good,False,,91.1,,,,
Pull-up,start,180.0,0.1,180.0,180.0,90.0,good,False,,98.7,,,,
Pull-up,end,180.0,,,,,good,False,,93.7,,,,
Pull-up,mid,58.8,7.7,,,,good,False,,85.4,,,,
Pull-up,mid,27.7,3.5,,,,good,False,,89.9,,,,
Pull-up,start,180.0,6.5,180.0,180.0,90.0,good,False,,94.0,,,,
Pull-up,end,180.0,,,,,good,False,,93.0,,,,
Pull-up,mid,58.1,1.0,,,,good,False,,81.2,,,,
Pull-up,end,180.0,,,,,good,False,,83.0,,,,
Pull-up,end,180.0,,,,,good,False,,84.0,,,,
Pull-up,mid,42.3,0.7,,,,good,False,,89.3,,,,
Pull-up,mid,55.7,0.8,,,,good,False,,96.3,,,,
Pull-up,mid,47.4,9.1,,,,good,False,,94.3,,,,
Pull-up,mid,45.8,2.8,,,,good,False,,99.6,,,,
Pull-up,end,180.0,,,,,good,False,,99.3,,,,
Pull-up,start,180.0,1.1,180.0,180.0,90.0,good,False,,90.8,,,,
Pull-up,mid,50.2,7.7,,,,good,False,,98.6,,,,
Pull-up,mid,34.6,1.4,,,,good,False,,81.7,,,,
Pull-up,end,180.0,,,,,good,False,,89.7,,,,
Pull-up,start,180.0,0.5,180.0,180.0,90.0,good,False,,92.0,,,,
Pull-up,end,180.0,,,,,good,False,,84.8,,,,
Pull-up,start,180.0,2.6,180.0,180.0,90.0,good,False,,87.1,,,,
Pull-up,end,180.0,,,,,good,False,,80.0,,,,
Pull-up,end,180.0,,,,,good,False,,84.5,,,,
Pull-up,mid,49.4,6.2,,,,good,False,,89.1,,,,
Pull-up,start,180.0,8.5,180.0,180.0,90.0,good,False,,99.1,,,,
Pull-up,mid,13.7,4.3,,,,good,False,,93.3,,,,
Pull-up,start,180.0,5.4,180.0,180.0,90.0,good,False,,98.1,,,,
Pull-up,mid,31.4,7.4,,,,good,False,,94.8,,,,
Pull-up,start,180.0,8.2,180.0,180.0,90.0,good,False,,84.0,,,,
Pull-up,start,180.0,8.1,180.0,180.0,90.0,good,False,,92.7,,,,
Pull-up,mid,11.1,6.8,,,,good,False,,91.2,,,,
Pull-up,end,180.0,,,,,good,False,,97.7,,,,
Pull-up,start,180.0,0.3,180.0,180.0,90.0,good,False,,94.6,,,,
Pull-up,start,180.0,8.4,180.0,180.0,90.0,good,False,,88.4,,,,
Pull-up,end,180.0,,,,,good,False,,87.7,,,,
Pull-up,start,180.0,9.6,180.0,180.0,90.0,good,False,,96.0,,,,
Pull-up,end,180.0,,,,,good,False,,98.4,,,,
Pull-up,mid,4.4,9.8,,,,good,False,,97.5,,,,
Pull-up,mid,31.9,9.3,,,,good,False,,95.9,,,,
Pull-up,start,180.0,5.5,180.0,180.0,90.0,good,False,,97.3,,,,
Pull-up,mid,27.7,1.9,,,,good,False,,84.6,,,,
Pull-up,end,180.0,,,,,good,False,,97.8,,,,
Pull-up,end,180.0,,,,,good,False,,92.0,,,,
Pull-up,end,180.0,,,,,good,False,,99.9,,,,
Pull-up,end,180.0,,,,,good,False,,96.4,,,,
Pull-up,start,180.0,9.8,180.0,180.0,90.0,good,False,,95.9,,,,
Pull-up,mid,15.9,8.4,,,,good,False,,96.6,,,,
Pull-up,mid,14.6,6.9,,,,good,False,,98.0,,,,
Pull-up,end,180.0,,,,,good,False,,93.4,,,,
Pull-up,mid,55.1,5.6,,,,good,False,,85.9,,,,
Pull-up,mid,24.3,8.1,,,,good,False,,98.3,,,,
Pull-up,mid,15.0,7.1,,,,good,False,,96.5,,,,
Pull-up,mid,29.5,8.5,,,,good,False,,82.4,,,,
Pull-up,mid,4.5,1.3,,,,good,False,,91.3,,,,
Pull-up,end,180.0,,,,,good,False,,98.4,,,,
Pull-up,end,180.0,,,,,good,False,,93.9,,,,
Pull-up,end,180.0,,,,,good,False,,82.2,,,,
Pull-up,mid,55.0,2.0,,,,good,False,,86.9,,,,
Pull-up,mid,27.6,1.1,,,,good,False,,83.1,,,,
Pull-up,start,180.0,4.7,180.0,180.0,90.0,good,False,,87.5,,,,
Pull-up,end,180.0,,,,,good,False,,84.5,,,,
Pull-up,end,180.0,,,,,good,False,,90.3,,,,
Pull-up,end,180.0,,,,,good,False,,93.3,,,,
Pull-up,start,180.0,0.5,180.0,180.0,90.0,good,False,,91.8,,,,
Pull-up,start,180.0,3.6,180.0,180.0,90.0,good,False,,97.8,,,,
Pull-up,mid,58.0,8.1,,,,good,False,,80.9,,,,
Pull-up,mid,25.1,5.5,,,,good,False,,87.0,,,,
Pull-up,start,180.0,1.1,180.0,180.0,90.0,good,False,,86.1,,,,
Pull-up,start,180.0,5.0,180.0,180.0,90.0,good,False,,91.4,,,,
Pull-up,mid,25.8,2.4,,,,good,False,,86.0,,,,
Pull-up,end,180.0,,,,,good,False,,87.4,,,,
Pull-up,end,180.0,,,,,good,False,,83.3,,,,
Pull-up,end,180.0,,,,,good,False,,99.2,,,,
Pull-up,end,180.0,,,,,good,False,,88.5,,,,
Pull-up,end,180.0,,,,,good,False,,87.3,,,,
Pull-up,end,180.0,,,,,good,False,,97.1,,,,
Pull-up,mid,24.0,8.5,,,,good,False,,86.5,,,,
Pull-up,end,180.0,,,,,good,False,,91.2,,,,
Pull-up,start,180.0,5.7,180.0,180.0,90.0,good,False,,82.2,,,,
Pull-up,start,180.0,9.6,180.0,180.0,90.0,good,False,,93.2,,,,
Pull-up,end,180.0,,,,,good,False,,90.9,,,,
Pull-up,start,180.0,3.4,180.0,180.0,90.0,good,False,,84.6,,,,
Pull-up,start,180.0,3.2,180.0,180.0,90.0,good,False,,91.7,,,,
Pull-up,start,180.0,3.6,180.0,180.0,90.0,good,False,,87.5,,,,
Pull-up,mid,47.7,1.7,,,,good,False,,84.2,,,,
Pull-up,start,180.0,0.5,180.0,180.0,90.0,good,False,,96.3,,,,
Pull-up,start,180.0,2.9,180.0,180.0,90.0,good,False,,90.0,,,,
Pull-up,mid,23.0,5.4,,,,good,False,,97.2,,,,
Pull-up,mid,22.6,0.2,,,,good,False,,87.3,,,,
Pull-up,start,180.0,5.4,180.0,180.0,90.0,good,False,,83.4,,,,
Pull-up,end,180.0,,,,,good,False,,89.1,,,,
Pull-up,mid,54.1,7.5,,,,good,False,,88.0,,,,
Pull-up,mid,4.5,2.1,,,,good,False,,98.3,,,,
Pull-up,mid,30.2,2.8,,,,good,False,,80.6,,,,
Pull-up,mid,0.6,7.8,,,,good,False,,87.6,,,,
Pull-up,start,180.0,6.1,180.0,180.0,90.0,good,False,,81.5,,,,
Pull-up,start,180.0,0.4,180.0,180.0,90.0,good,False,,91.1,,,,
Pull-up,mid,12.3,8.6,,,,good,False,,95.0,,,,
Pull-up,mid,36.1,2.8,,,,good,False,,92.4,,,,
Pull-up,mid,39.8,1.7,,,,good,False,,85.0,,,,
Pull-up,start,180.0,2.3,180.0,180.0,90.0,good,False,,90.5,,,,
Pull-up,start,180.0,7.7,180.0,180.0,90.0,good,False,,85.5,,,,
Pull-up,start,180.0,8.3,180.0,180.0,90.0,good,False,,83.1,,,,
Pull-up,end,180.0,,,,,good,False,,97.4,,,,
Pull-up,start,180.0,4.6,180.0,180.0,90.0,good,False,,85.6,,,,
Pull-up,end,180.0,,,,,good,False,,81.2,,,,
Pull-up,start,180.0,2.5,180.0,180.0,90.0,good,False,,88.8,,,,
Pull-up,start,180.0,2.7,180.0,180.0,90.0,good,False,,90.0,,,,
Pull-up,mid,13.7,7.8,,,,good,False,,98.2,,,,
Pull-up,end,180.0,,,,,good,False,,88.3,,,,
Pull-up,end,180.0,,,,,good,False,,84.0,,,,
Pull-up,mid,58.9,3.1,,,,good,False,,96.2,,,,
Pull-up,mid,7.7,7.3,,,,good,False,,92.0,,,,
Pull-up,start,180.0,4.9,180.0,180.0,90.0,good,False,,80.6,,,,
Pull-up,start,180.0,3.8,180.0,180.0,90.0,good,False,,85.3,,,,
Pull-up,start,180.0,8.8,180.0,180.0,90.0,good,False,,84.5,,,,
Pull-up,start,180.0,0.4,180.0,180.0,90.0,good,False,,84.2,,,,
Pull-up,mid,49.7,6.9,,,,good,False,,81.4,,,,
Pull-up,end,180.0,,,,,good,False,,99.6,,,,
Pull-up,end,180.0,,,,,good,False,,83.4,,,,
Pull-up,end,180.0,,,,,good,False,,97.9,,,,
Pull-up,end,180.0,,,,,good,False,,81.6,,,,
Pull-up,end,180.0,,,,,good,False,,87.0,,,,
Pull-up,start,180.0,5.9,180.0,180.0,90.0,good,False,,82.2,,,,
Pull-up,start,180.0,3.6,180.0,180.0,90.0,good,False,,81.7,,,,
Pull-up,start,180.0,2.0,180.0,180.0,90.0,good,False,,95.4,,,,
Pull-up,end,180.0,,,,,good,False,,96.9,,,,
Pull-up,mid,40.5,7.4,,,,good,False,,95.5,,,,
Pull-up,end,180.0,,,,,good,False,,94.7,,,,
Pull-up,end,180.0,,,,,good,False,,80.6,,,,
Pull-up,mid,28.8,4.1,,,,good,False,,80.9,,,,
Pull-up,mid,12.0,5.1,,,,good,False,,91.8,,,,
Pull-up,end,180.0,,,,,good,False,,94.6,,,,
Pull-up,end,180.0,,,,,good,False,,86.3,,,,
Pull-up,start,180.0,2.8,180.0,180.0,90.0,good,False,,94.1,,,,
Pull-up,start,180.0,6.1,180.0,180.0,90.0,good,False,,95.5,,,,
Pull-up,start,180.0,3.1,180.0,180.0,90.0,good,False,,81.9,,,,
Pull-up,start,180.0,2.8,180.0,180.0,90.0,good,False,,86.0,,,,
Pull-up,mid,56.6,7.5,,,,good,False,,99.4,,,,
Pull-up,mid,50.2,5.1,,,,good,False,,86.1,,,,
Pull-up,mid,42.2,8.2,,,,good,False,,82.3,,,,
Pull-up,end,180.0,,,,,good,False,,86.1,,,,
Pull-up,mid,23.5,9.8,,,,good,False,,81.5,,,,
Pull-up,start,180.0,3.0,180.0,180.0,90.0,good,False,,96.9,,,,
Pull-up,mid,0.1,1.5,,,,good,False,,94.0,,,,
Pull-up,start,180.0,5.2,180.0,180.0,90.0,good,False,,91.7,,,,
Pull-up,mid,14.3,3.8,,,,good,False,,88.5,,,,
Pull-up,start,180.0,7.7,180.0,180.0,90.0,good,False,,93.0,,,,
Pull-up,mid,51.3,8.4,,,,good,False,,97.6,,,,
Pull-up,start,180.0,5.5,180.0,180.0,90.0,good,False,,81.6,,,,
Pull-up,mid,55.3,9.5,,,,good,False,,82.2,,,,
Pull-up,end,180.0,,,,,good,False,,97.9,,,,
Pull-up,end,180.0,,,,,good,False,,88.3,,,,
Pull-up,end,180.0,,,,,good,False,,92.3,,,,
Pull-up,start,180.0,5.0,180.0,180.0,90.0,good,False,,96.3,,,,
Pull-up,start,180.0,6.8,180.0,180.0,90.0,good,False,,98.1,,,,
